trade_date_ts,classification,trades,accounts,total_pnl,avg_pnl,win_rate,dollar_volume,risk_intensity
2023-03-28,Greed,3,1,0.0,0.0,0.0,477.0,159.0
2023-11-14,Greed,1045,2,155.50335699999994,0.1488070401913875,0.27464114832535885,11555429.76,11057.8275215311
2024-03-09,Extreme Greed,6962,5,176965.491774,25.418772159436944,0.49008905486929044,39406770.25,5660.265764148233
2024-10-27,Greed,35241,29,3189461.032019,90.50427150248291,0.4516046650208564,103947765.09,2949.6258644760364
2025-02-19,Fear,133871,32,6699925.190574,50.047621894017375,0.41514592406122314,704158492.98,5259.977836723413
